_id,Mechanism of Action,References,Creation Date,Update Date
789,"2,4-DNT and its metabolites may covalently bind to RNA. (L276)","L276 - ATSDR - Agency for Toxic Substances and Disease Registry (1998). Toxicological profile for 2,4-,and 2,6-dinitrotoluene. U.S. Public Health Service in collaboration with U.S. Environmental Protection Agency (EPA).  (http://www.atsdr.cdc.gov/toxprofiles/tp109.html)",2009-08-06 21:32:23 UTC,2014-09-04 16:18:49 UTC
790,"Dinitrotoluene may cause conversion of oxyhemoglobin to methemoglobin via oxidation of iron(II) to iron(III) by its metabolites. High levels of methemoglobin are removed by catabolism, leading to the development of anemia. (L276)","L276 - ATSDR - Agency for Toxic Substances and Disease Registry (1998). Toxicological profile for 2,4-,and 2,6-dinitrotoluene. U.S. Public Health Service in collaboration with U.S. Environmental Protection Agency (EPA).  (http://www.atsdr.cdc.gov/toxprofiles/tp109.html)",2009-08-06 21:43:09 UTC,2014-09-04 15:56:32 UTC
791,Salvinorin A has been found to be a potent and selective kappa opioid receptor agonist in vitro and in vivo (A333).,"A333 - Tidgewell K, Groer CE, Harding WW, Lozama A, Schmidt M, Marquam A, Hiemstra J, Partilla JS, Dersch CM, Rothman RB, Bohn LM, Prisinzano TE: Herkinorin analogues with differential beta-arrestin-2 interactions. J Med Chem. 2008 Apr 24;51(8):2421-31. doi: 10.1021/jm701162g. Epub 2008 Apr 2. (18380425)
A9252 - Yamaotsu N, Fujii H, Nagase H, Hirono S: Identification of the three-dimensional pharmacophore of kappa-opioid receptor agonists. Bioorg Med Chem. 2010 Jun 15;18(12):4446-52. doi: 10.1016/j.bmc.2010.04.069. Epub 2010 Apr 28. (20478711)
A9389 - Ghirmai S, Azar MR, Cashman JR: Synthesis and pharmacological evaluation of 6-naltrexamine analogs for alcohol cessation. Bioorg Med Chem. 2009 Sep 15;17(18):6671-81. doi: 10.1016/j.bmc.2009.07.069. Epub 2009 Aug 6. (19683449)
A9563 - Lovell KM, Vasiljevik T, Araya JJ, Lozama A, Prevatt-Smith KM, Day VW, Dersch CM, Rothman RB, Butelman ER, Kreek MJ, Prisinzano TE: Semisynthetic neoclerodanes as kappa opioid receptor probes. Bioorg Med Chem. 2012 May 1;20(9):3100-10. doi: 10.1016/j.bmc.2012.02.040. Epub 2012 Mar 1. (22464684)
A9564 - Harding WW, Tidgewell K, Byrd N, Cobb H, Dersch CM, Butelman ER, Rothman RB, Prisinzano TE: Neoclerodane diterpenes as a novel scaffold for mu opioid receptor ligands. J Med Chem. 2005 Jul 28;48(15):4765-71. (16033256)
A9565 - Tidgewell K, Harding WW, Lozama A, Cobb H, Shah K, Kannan P, Dersch CM, Parrish D, Deschamps JR, Rothman RB, Prisinzano TE: Synthesis of salvinorin A analogues as opioid receptor probes. J Nat Prod. 2006 Jun;69(6):914-8. (16792410)
A9566 - Fichna J, Lewellyn K, Yan F, Roth BL, Zjawiony JK: Synthesis and biological evaluation of new salvinorin A analogues incorporating natural amino acids. Bioorg Med Chem Lett. 2011 Jan 1;21(1):160-3. doi: 10.1016/j.bmcl.2010.11.046. Epub 2010 Nov 11. (21115248)
A9568 - Beguin C, Richards MR, Li JG, Wang Y, Xu W, Liu-Chen LY, Carlezon WA Jr, Cohen BM: Synthesis and in vitro evaluation of salvinorin A analogues: effect of configuration at C(2) and substitution at C(18). Bioorg Med Chem Lett. 2006 Sep 1;16(17):4679-85. Epub 2006 Jun 13. (16777411)
A9569 - Lee DY, He M, Liu-Chen LY, Wang Y, Li JG, Xu W, Ma Z, Carlezon WA Jr, Cohen B: Synthesis and in vitro pharmacological studies of new C(4)-modified salvinorin A analogues. Bioorg Med Chem Lett. 2006 Nov 1;16(21):5498-502. Epub 2006 Aug 30. (16945525)
A9570 - Munro TA, Duncan KK, Xu W, Wang Y, Liu-Chen LY, Carlezon WA Jr, Cohen BM, Beguin C: Standard protecting groups create potent and selective kappa opioids: salvinorin B alkoxymethyl ethers. Bioorg Med Chem. 2008 Feb 1;16(3):1279-86. Epub 2007 Oct 24. (17981041)
A9571 - Beguin C, Duncan KK, Munro TA, Ho DM, Xu W, Liu-Chen LY, Carlezon WA Jr, Cohen BM: Modification of the furan ring of salvinorin A: identification of a selective partial agonist at the kappa opioid receptor. Bioorg Med Chem. 2009 Feb 1;17(3):1370-80. doi: 10.1016/j.bmc.2008.12.012. Epub 2008 Dec 14. (19147366)
A9572 - Beguin C, Potuzak J, Xu W, Liu-Chen LY, Streicher JM, Groer CE, Bohn LM, Carlezon WA Jr, Cohen BM: Differential signaling properties at the kappa opioid receptor of 12-epi-salvinorin A and its analogues. Bioorg Med Chem Lett. 2012 Jan 15;22(2):1023-6. doi: 10.1016/j.bmcl.2011.11.128. Epub 2011 Dec 7. (22204910)
A9573 - Lozama A, Cunningham CW, Caspers MJ, Douglas JT, Dersch CM, Rothman RB, Prisinzano TE: Opioid receptor probes derived from cycloaddition of the hallucinogen natural product salvinorin A. J Nat Prod. 2011 Apr 25;74(4):718-26. doi: 10.1021/np1007872. Epub 2011 Feb 21. (21338114)",2009-08-06 21:44:21 UTC,2014-09-04 16:21:17 UTC
792,Menthol is a TRPM8 agonist (A349).,"A349 - Zanotto KL, Iodi Carstens M, Carstens E: Cross-desensitization of responses of rat trigeminal subnucleus caudalis neurons to cinnamaldehyde and menthol. Neurosci Lett. 2008 Jan 3;430(1):29-33. Epub 2007 Oct 22. (18060696)
A8223 - Voets T, Owsianik G, Janssens A, Talavera K, Nilius B: TRPM8 voltage sensor mutants reveal a mechanism for integrating thermal and chemical stimuli. Nat Chem Biol. 2007 Mar;3(3):174-82. Epub 2007 Feb 11. (17293875)
A9972 - Bodding M, Wissenbach U, Flockerzi V: Characterisation of TRPM8 as a pharmacophore receptor. Cell Calcium. 2007 Dec;42(6):618-28. Epub 2007 May 22. (17517434)",2009-08-06 21:55:36 UTC,2014-09-04 16:16:37 UTC
793,"4-Aminobiphenyl requires metabolic activation in order to exert its toxicity. This is catalyzed by N-hydroxylation via cytochrome P450 1A2, then followed by O-sulfation and O-acetylation by sulfotransferase 1A1 and arylamine N-acetyltransferase 2. The metabolites of 4-aminobiphenyl may form adducts with DNA, inducing mutations. 4-Aminobiphenyl and its metabolites may also cross the placenta and have fetal effects. (A2454, A2455, A2456, A2457)","A2454 - Coghlin J, Gann PH, Hammond SK, Skipper PL, Taghizadeh K, Paul M, Tannenbaum SR: 4-Aminobiphenyl hemoglobin adducts in fetuses exposed to the tobacco smoke carcinogen in utero. J Natl Cancer Inst. 1991 Feb 20;83(4):274-80. (1994056)
A2455 - Jiang X, Yuan JM, Skipper PL, Tannenbaum SR, Yu MC: Environmental tobacco smoke and bladder cancer risk in never smokers of Los Angeles County. Cancer Res. 2007 Aug 1;67(15):7540-5. (17671226)
A2456 - Landi MT, Zocchetti C, Bernucci I, Kadlubar FF, Tannenbaum S, Skipper P, Bartsch H, Malaveille C, Shields P, Caporaso NE, Vineis P: Cytochrome P4501A2: enzyme induction and genetic control in determining 4-aminobiphenyl-hemoglobin adduct levels. Cancer Epidemiol Biomarkers Prev. 1996 Sep;5(9):693-8. (8877060)
A2457 - Ozawa S, Katoh T, Inatomi H, Imai H, Kuroda Y, Ichiba M, Ohno Y: Association of genotypes of carcinogen-activating enzymes, phenol sulfotransferase SULT1A1 (ST1A3) and arylamine N-acetyltransferase NAT2, with urothelial cancer in a Japanese population. Int J Cancer. 2002 Dec 1;102(4):418-21. (12402313)",2009-08-10 17:33:40 UTC,2014-09-29 19:32:38 UTC
794,"Ethoprop inhibits acetylcholinesterase. This results in the accumulation of acetylcholine in the nerve synapses, causing overstimulation of the nervous system. (L1655)",L1655 - International Programme on Chemical Safety (IPCS) INCHEM (1996). Pesticide Document for Ethoprop.  (http://www.inchem.org/documents/pds/pds/pest70_e.htm),2009-08-10 17:52:19 UTC,2014-09-04 16:14:04 UTC
795,"While the mechanism of action of dimethyl formamide has not bee fully elucidated, thiocarbamate pesticides have been shown to inhibit aldehyde dehydrogenases. (A2459)","A2459 - Hart BW, Faiman MD: Inhibition of rat liver low Km aldehyde dehydrogenase by thiocarbamate herbicides. Occupational implications. Biochem Pharmacol. 1995 Jan 18;49(2):157-63. (7840792)",2009-08-10 19:36:58 UTC,2014-09-04 16:14:06 UTC
796,"Diethyl ether inhibits alcohol dehydrogenase. This slows down the metabolism of ethanol and also inhibits the metabolism of other drugs requiring oxidative metabolism. (L1660, A2461)","A2461 - Normann PT, Ripel A, Morland J: Diethyl ether inhibits ethanol metabolism in vivo by interaction with alcohol dehydrogenase. Alcohol Clin Exp Res. 1987 Apr;11(2):163-6. (3296835)
L1660 - Wikipedia. Diethyl ether. Last Updated 25 June 2009. (http://en.wikipedia.org/wiki/Ethyl_ether)",2009-08-10 21:14:28 UTC,2014-09-04 16:06:39 UTC
797,"The nitrite in nitrophenols causes the autocatalytic oxidation of oxyhemoglobin to hydrogen peroxide and methemoglobin. This elevation of methemoglobin levels is a condition known as methemoglobinemia, and is characterized by tissue hypoxia, as methemoglobin cannot bind oxygen. (A2450, L1613)","A2450 - Keszler A, Piknova B, Schechter AN, Hogg N: The reaction between nitrite and oxyhemoglobin: a mechanistic study. J Biol Chem. 2008 Apr 11;283(15):9615-22. doi: 10.1074/jbc.M705630200. Epub 2008 Jan 17. (18203719)
L1613 - Wikipedia. Methemoglobinemia. Last Updated 22 July 2009.  (http://en.wikipedia.org/wiki/Methemoglobinemia)",2009-08-10 22:03:49 UTC,2014-09-04 15:56:32 UTC
798,"Baclofen is a direct agonist at GABAB receptors. The precise mechanism of action of Baclofen is not fully known. It is capable of inhibiting both monosynaptic and polysynaptic reflexes at the spinal level, possibly by hyperpolarization of afferent terminals, although actions at supraspinal sites may also occur and contribute to its clinical effect.","A365 - Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5. (11752352)
A2720 - Stringer JL, Lorenzo N: The reduction in paired-pulse inhibition in the rat hippocampus by gabapentin is independent of GABA(B) receptor receptor activation. Epilepsy Res. 1999 Feb;33(2-3):169-76. (10094428)
A2721 - Garcia-Gil L, de Miguel R, Romero J, Perez A, Ramos JA, Fernandez-Ruiz JJ: Perinatal delta9-tetrahydrocannabinol exposure augmented the magnitude of motor inhibition caused by GABA(B), but not GABA(A), receptor agonists in adult rats. Neurotoxicol Teratol. 1999 May-Jun;21(3):277-83. (10386831)
A2722 - Motalli R, Louvel J, Tancredi V, Kurcewicz I, Wan-Chow-Wah D, Pumain R, Avoli M: GABA(B) receptor activation promotes seizure activity in the juvenile rat hippocampus. J Neurophysiol. 1999 Aug;82(2):638-47. (10444662)
A2723 - Mott DD, Li Q, Okazaki MM, Turner DA, Lewis DV: GABAB-Receptor-mediated currents in interneurons of the dentate-hilus border. J Neurophysiol. 1999 Sep;82(3):1438-50. (10482760)
A2724 - Ogasawara T, Itoh Y, Tamura M, Mushiroi T, Ukai Y, Kise M, Kimura K: Involvement of cholinergic and GABAergic systems in the reversal of memory disruption by NS-105, a cognition enhancer. Pharmacol Biochem Behav. 1999 Sep;64(1):41-52. (10494996)",2009-08-11 22:07:09 UTC,2014-09-04 16:22:45 UTC
799,"Dapsone acts against bacteria and protozoa in the same way as sulphonamides, that is by inhibiting the synthesis of dihydrofolic acid through competition with para-amino-benzoate for the active site of dihydropteroate synthetase. The anti-inflammatory action of the drug is unrelated to its antibacterial action and is still not fully understood.","A365 - Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5. (11752352)",2009-08-11 22:07:22 UTC,2014-09-04 16:22:36 UTC
800,"The mechanism of action of pamidronate is inhibition of bone resorption. Pamidronate adsorbs to calcium phosphate (hydroxyapatite) crystals in bone and may directly block dissolution of this mineral component of bone. In vitro studies also suggest that inhibition of osteoclast activity contributes to inhibition of bone resorption. Pamidronate also targets farnesyl pyrophosphate (FPP) synthase. Nitrogen-containing bisphosphonates (such as pamidronate, alendronate, risedronate, ibandronate and zoledronate) appear to act as analogues of isoprenoid diphosphate lipids, thereby inhibiting FPP synthase, an enzyme in the mevalonate pathway. Inhibition of this enzyme in osteoclasts prevents the biosynthesis of isoprenoid lipids (FPP and GGPP) that are essential for the post-translational farnesylation and geranylgeranylation of small GTPase signalling proteins. This activity inhibits osteoclast activity and reduces bone resorption and turnover. In postmenopausal women, it reduces the elevated rate of bone turnover, leading to, on average, a net gain in bone mass.","A365 - Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5. (11752352)
A2772 - Bergstrom JD, Bostedor RG, Masarachia PJ, Reszka AA, Rodan G: Alendronate is a specific, nanomolar inhibitor of farnesyl diphosphate synthase. Arch Biochem Biophys. 2000 Jan 1;373(1):231-41. (10620343)
A2773 - Dunford JE, Thompson K, Coxon FP, Luckman SP, Hahn FM, Poulter CD, Ebetino FH, Rogers MJ: Structure-activity relationships for inhibition of farnesyl diphosphate synthase in vitro and inhibition of bone resorption in vivo by nitrogen-containing bisphosphonates. J Pharmacol Exp Ther. 2001 Feb;296(2):235-42. (11160603)
A2774 - Riebeling C, Forsea AM, Raisova M, Orfanos CE, Geilen CC: The bisphosphonate pamidronate induces apoptosis in human melanoma cells in vitro. Br J Cancer. 2002 Jul 29;87(3):366-71. (12177810)
A2775 - Notarnicola M, Messa C, Cavallini A, Bifulco M, Tecce MF, Eletto D, Di Leo A, Montemurro S, Laezza C, Caruso MG: Higher farnesyl diphosphate synthase activity in human colorectal cancer inhibition of cellular apoptosis. Oncology. 2004;67(5-6):351-8. (15713990)
A2776 - Zhang PL, Lun M, Siegelmann-Danieli N, Blasick TM, Brown RE: Pamidronate resistance and associated low ras levels in breast cancer cells: a role for combinatorial therapy. Ann Clin Lab Sci. 2004 Summer;34(3):263-70. (15487700)
A8886 - Szabo CM, Matsumura Y, Fukura S, Martin MB, Sanders JM, Sengupta S, Cieslak JA, Loftus TC, Lea CR, Lee HJ, Koohang A, Coates RM, Sagami H, Oldfield E: Inhibition of geranylgeranyl diphosphate synthase by bisphosphonates and diphosphates: a potential route to new bone antiresorption and antiparasitic agents. J Med Chem. 2002 May 23;45(11):2185-96. (12014956)
A8888 - Mucha A, Kafarski P, Berlicki L: Remarkable potential of the alpha-aminophosphonate/phosphinate structural motif in medicinal chemistry. J Med Chem. 2011 Sep 8;54(17):5955-80. doi: 10.1021/jm200587f. Epub 2011 Aug 5. (21780776)
A8889 - Dunford JE, Kwaasi AA, Rogers MJ, Barnett BL, Ebetino FH, Russell RG, Oppermann U, Kavanagh KL: Structure-activity relationships among the nitrogen containing bisphosphonates in clinical use and other analogues: time-dependent inhibition of human farnesyl pyrophosphate synthase. J Med Chem. 2008 Apr 10;51(7):2187-95. doi: 10.1021/jm7015733. Epub 2008 Mar 8. (18327899)
A8890 - Sanders JM, Gomez AO, Mao J, Meints GA, Van Brussel EM, Burzynska A, Kafarski P, Gonzalez-Pacanowska D, Oldfield E: 3-D QSAR investigations of the inhibition of Leishmania major farnesyl pyrophosphate synthase by bisphosphonates. J Med Chem. 2003 Nov 20;46(24):5171-83. (14613320)",2009-08-11 22:07:25 UTC,2014-09-04 16:23:08 UTC
